35:32.9,-92,-167,-114,94,-114,a,,,,,,
35:32.9,,-37,-81,-37,85,88,14,,,,,
35:32.9,12,25,25,14,48,-39,-81,-39,84,88,14,
35:32.9,-17,16,7,14,8,90,-92,178,-117,95,-117,a
35:32.9,11,26,25,12,48,-37,-80,-37,87,89,15,
35:32.9,-18,17,8,13,8,98,-92,178,-115,94,-115,a
35:32.9,-19,16,6,13,8,94,-92,178,-115,94,-115,a
35:32.9,12,26,25,14,48,-38,-80,-38,81,87,14,
35:32.9,12,25,24,14,48,-37,-79,-37,83,88,15,
35:32.9,-18,17,6,13,8,98,-92,178,-117,95,-117,a
35:32.9,12,28,25,14,48,-38,-79,-38,83,88,16,
35:32.9,-18,16,7,14,8,77,-91,179,-116,95,-116,a
35:32.9,12,27,25,14,48,-38,-79,-38,78,86,15,
35:32.9,-19,17,7,13,8,127,-92,179,-114,94,-114,a
35:32.9,12,26,25,14,48,-35,-78,-35,84,88,16,
35:32.9,-18,17,7,13,7,86,-91,178,-116,95,-116,a
35:33.0,12,25,25,14,48,-37,-78,-37,81,87,15,
35:33.0,-19,17,7,14,8,106,-92,178,-118,95,-118,a
35:33.0,12,26,25,14,48,-36,-78,-36,81,87,16,
35:33.0,-17,17,8,13,8,130,-92,178,-119,95,-119,a
35:33.0,11,26,25,14,48,-36,-78,-36,82,87,16,
35:33.0,-17,16,7,14,8,151,-92,179,-119,95,-119,a
35:33.0,12,25,25,14,48,-36,-78,-36,80,87,16,
35:33.0,-19,17,8,13,8,164,-92,179,-117,95,-117,a
35:33.0,12,26,25,14,48,-38,-79,-38,78,86,17,
35:33.0,-21,16,6,13,9,168,-93,179,-115,94,-115,a
35:33.0,12,25,25,14,48,-36,-78,-36,79,86,16,
35:33.0,12,27,25,14,48,-37,-79,-37,77,86,15,
35:33.0,-18,17,8,14,8,175,-93,179,-118,95,-118,a
35:33.0,-19,16,8,14,8,173,-93,179,-120,95,-120,a
35:33.0,12,26,25,14,48,-36,-78,-36,81,87,16,
35:33.0,-19,17,8,14,8,173,-93,179,-120,96,-120,a
35:33.0,11,25,24,14,48,-39,-79,-39,81,87,16,
35:33.1,12,26,25,14,48,-37,-78,-37,84,88,16,
35:33.1,-14,16,7,14,8,165,-93,179,-122,96,-122,a
35:33.1,12,26,25,14,48,-39,-79,-39,87,89,15,
35:33.1,-18,16,7,14,8,-181,-93,-181,-120,96,-120,a
35:33.1,-18,16,7,14,8,-175,-93,-175,-117,95,-117,a
35:33.1,13,27,25,15,48,-39,-78,-39,87,89,15,
35:33.1,-18,16,7,14,8,-168,-93,-168,-121,96,-121,a
35:33.1,13,25,25,15,48,-41,-79,-41,85,88,15,
35:33.1,12,25,25,14,48,-40,-79,-40,85,88,15,
35:33.1,-17,16,7,14,8,-162,-93,-162,-118,95,-118,a
35:33.1,12,25,25,14,48,-39,-79,-39,82,88,14,
35:33.1,-19,16,8,13,6,-181,-94,-181,-120,95,-120,a
35:33.1,-16,16,7,14,8,-171,-93,-171,-118,95,-118,a
35:33.1,11,24,24,13,48,-41,-79,-41,85,88,15,
35:33.1,13,25,25,14,48,-41,-79,-41,84,88,15,
35:33.1,-19,16,8,13,8,-176,-93,-176,-118,95,-118,a
35:33.1,12,26,25,14,48,-43,-79,-43,85,88,16,
35:33.1,-18,16,7,14,8,-180,-94,-180,-119,95,-119,a
35:33.2,13,26,25,14,48,-43,-79,-43,84,88,15,
35:33.2,-18,16,6,13,8,-175,-93,-175,-119,95,-119,a
35:33.2,13,26,25,14,48,-40,-79,-40,85,88,15,
35:33.2,-19,17,8,14,8,-180,-93,-180,-119,95,-119,a
35:33.2,10,26,25,14,48,-36,-78,-36,88,89,15,
35:33.2,-20,16,7,14,8,-163,-93,-163,-120,95,-120,a
35:33.2,12,26,25,14,48,-37,-79,-37,87,89,15,
35:33.2,-17,16,8,14,8,-171,-93,-171,-124,96,-124,a
35:33.2,13,26,25,15,48,-36,-79,-36,87,89,16,
35:33.2,-19,16,8,14,8,-162,-93,-162,-120,95,-120,a
35:33.2,13,26,24,14,48,-34,-79,-34,85,88,15,
35:33.2,-14,16,7,14,8,-139,-93,-139,-121,95,-121,a
35:33.2,12,25,24,14,48,-36,-79,-36,84,88,16,
35:33.2,-15,16,7,13,8,-133,-92,-133,-121,95,-121,a
35:33.2,12,25,25,14,48,-37,-79,-37,86,88,15,
35:33.2,12,26,26,14,48,-38,-80,-38,86,89,16,
35:33.2,-21,17,7,14,8,-97,-92,-97,-120,95,-120,a
35:33.2,-14,16,7,14,8,-144,-92,-144,-119,95,-119,a
35:33.3,11,24,24,13,48,-36,-79,-36,87,89,16,
35:33.3,-17,17,7,14,8,-144,-92,-144,-116,94,-116,a
35:33.3,11,25,25,15,48,-38,-79,-38,87,89,15,
35:33.3,12,27,25,14,48,-37,-79,-37,94,91,15,
35:33.3,-18,18,8,13,8,-130,-92,-130,-117,95,-117,a
35:33.3,12,26,25,14,48,-39,-79,-39,93,90,14,
35:33.3,-18,17,6,14,8,-148,-92,-148,-116,94,-116,a
35:33.3,-19,17,8,14,8,-82,-91,-82,-114,94,-114,a
35:33.3,11,26,24,14,48,-38,-79,-38,94,91,14,
35:33.3,13,26,25,14,48,-40,-80,-40,93,90,15,
35:33.3,-19,17,8,14,8,76,-91,179,-114,94,-114,a
35:33.3,12,26,25,14,48,-43,-81,-43,96,91,15,
35:33.3,-17,17,8,14,8,125,-92,179,-116,94,-116,a
35:33.3,11,26,25,14,48,-40,-81,-40,96,91,15,
35:33.3,-15,16,8,13,8,93,-92,179,-116,94,-116,a
35:33.3,12,27,25,14,48,-41,-81,-41,93,91,16,
35:33.4,-18,16,7,14,8,19,-91,179,-111,93,-111,a
35:33.4,11,25,25,14,48,-41,-82,-41,97,92,15,
35:33.4,-21,17,7,13,8,36,-91,179,-112,93,-112,a
35:33.4,12,26,25,14,48,-39,-82,-39,101,93,14,
35:33.4,-21,17,7,14,8,31,-91,179,-115,94,-115,a
35:33.4,11,25,24,14,48,-37,-82,-37,104,93,13,
35:33.4,-17,16,8,13,8,-100,-92,-100,-112,93,-112,a
35:33.4,12,25,25,14,48,-36,-82,-36,101,92,14,
35:33.4,12,26,25,14,48,-34,-82,-34,94,91,14,
35:33.4,-18,17,8,13,8,-160,-92,-160,-113,94,-113,a
35:33.4,12,25,25,15,48,-37,-82,-37,90,90,15,
35:33.4,-17,16,7,13,8,-172,-93,-172,-115,94,-115,a
35:33.4,13,27,25,15,48,-39,-81,-39,86,88,16,
35:33.4,-18,17,8,13,8,172,-92,179,-117,94,-117,a
35:33.4,12,27,25,14,48,-39,-81,-39,88,89,16,
35:33.4,-14,17,7,13,8,175,-94,179,-114,94,-114,a
35:33.4,12,26,24,14,48,-39,-79,-39,81,87,17,
35:33.4,-15,16,7,14,8,167,-93,179,-116,94,-116,a
35:33.4,13,26,26,15,48,-36,-78,-36,88,89,17,
35:33.5,-18,16,8,13,8,173,-93,179,-115,94,-115,a
35:33.5,11,26,25,15,48,-35,-77,-35,85,88,16,
35:33.5,-20,16,8,14,8,-181,-94,-181,-116,94,-116,a
35:33.5,12,26,25,14,48,-34,-77,-34,89,89,15,
35:33.5,-17,17,8,13,8,-179,-94,-179,-117,94,-117,a
35:33.5,13,26,25,14,48,-29,-76,-29,82,88,13,
35:33.5,-18,17,8,14,8,-180,-94,-180,-119,95,-119,a
35:33.5,13,27,25,15,48,-29,-76,-29,81,87,14,
35:33.5,-19,16,8,14,8,178,-94,179,-116,94,-116,a
35:33.5,12,26,26,14,48,-28,-75,-28,83,88,14,
35:33.5,12,26,25,14,48,-28,-76,-28,79,87,14,
35:33.5,-18,16,8,13,8,162,-94,179,-115,94,-115,a
35:33.5,-18,16,7,14,8,150,-93,179,-115,94,-115,a
35:33.5,12,26,25,14,48,-32,-77,-32,79,87,14,
35:33.5,-18,17,8,13,8,146,-93,179,-113,94,-113,a
35:33.5,12,26,25,14,48,-34,-78,-34,85,88,16,
35:33.5,12,26,25,15,48,-32,-78,-32,81,87,15,
35:33.5,-18,17,7,13,8,139,-92,179,-112,94,-112,a
35:33.6,11,25,24,13,48,-33,-77,-33,86,88,15,
35:33.6,-18,15,7,14,8,122,-92,179,-115,94,-115,a
35:33.6,-15,17,7,13,8,71,-91,178,-113,94,-113,a
35:33.6,13,27,25,15,48,-37,-79,-37,90,90,16,
35:33.6,12,27,25,15,48,-38,-79,-38,93,90,16,
35:33.6,-14,15,7,14,8,63,-91,179,-109,93,-109,a
35:33.6,12,27,25,15,48,-39,-79,-39,92,90,16,
35:33.6,-18,17,8,14,8,65,-91,178,-108,93,-108,a
35:33.6,12,26,25,14,48,-41,-80,-41,91,90,16,
35:33.6,-19,17,8,13,8,64,-91,178,-109,93,-109,a
35:33.6,12,27,25,14,48,-43,-80,-43,90,90,16,
35:33.6,-18,17,7,13,8,70,-91,178,-106,92,-106,a
35:33.6,13,26,24,14,48,-43,-80,-43,93,90,16,
35:33.6,-18,17,8,14,8,48,-90,177,-106,93,-106,a
35:33.6,11,25,25,15,48,-43,-80,-43,91,90,16,
35:33.6,-19,17,8,14,9,49,-90,177,-108,93,-108,a
35:33.6,12,26,25,14,48,-43,-80,-43,95,91,16,
35:33.6,-18,17,8,14,8,43,-90,178,-107,92,-107,a
35:33.7,12,25,24,14,48,-42,-80,-42,99,92,15,
35:33.7,-18,16,8,13,8,27,-90,179,-108,93,-108,a
35:33.7,12,27,25,14,48,-43,-80,-43,93,91,15,
35:33.7,-18,17,8,14,8,35,-90,178,-110,93,-110,a
35:33.7,12,26,25,14,48,-42,-80,-42,96,91,14,
35:33.7,-15,16,8,13,8,24,-90,179,-113,94,-113,a
