36:21.9,-9,20,15,19,8,149,-93,179,-113,94,-113,a
36:22.0,19,32,32,18,-5,-51,-85,-51,111,95,14,
36:22.0,21,32,33,19,-5,-51,-85,-51,104,93,14,
36:22.0,-9,20,15,19,8,141,-93,178,-112,94,-112,a
36:22.0,20,31,31,18,-5,-52,-85,-52,108,94,14,
36:22.0,-6,20,15,19,8,121,-93,178,-113,94,-113,a
36:22.0,-7,20,15,19,8,134,-93,178,-114,94,-114,a
36:22.0,20,31,29,16,-5,-53,-86,-53,110,95,14,
36:22.0,-9,20,15,16,8,136,-93,178,-114,94,-114,a
36:22.0,20,31,32,18,-5,-50,-85,-50,107,94,14,
36:22.0,21,32,32,18,-5,-52,-85,-52,107,94,13,
36:22.0,-6,21,15,19,8,138,-93,178,-113,94,-113,a
36:22.0,21,31,31,18,-5,-52,-86,-52,104,93,14,
36:22.0,-9,20,15,18,8,145,-93,179,-114,94,-114,a
36:22.0,-11,20,15,19,8,156,-93,179,-113,94,-113,a
36:22.0,20,32,33,19,-5,-51,-85,-51,109,94,14,
36:22.0,21,31,32,18,-5,-54,-86,-54,110,95,15,
36:22.0,-11,21,15,19,8,133,-93,178,-113,94,-113,a
36:22.0,21,31,31,18,-5,-52,-85,-52,110,95,14,
36:22.0,-5,20,15,19,8,127,-93,178,-113,94,-113,a
36:22.1,21,32,31,18,-5,-52,-85,-52,111,95,14,
36:22.1,-9,20,15,18,8,144,-93,178,-113,94,-113,a
36:22.1,24,31,31,18,-5,-53,-85,-53,108,95,15,
36:22.1,-10,21,15,20,8,133,-93,178,-111,94,-111,a
36:22.1,20,31,32,18,-5,-54,-85,-54,105,94,15,
36:22.1,-5,20,16,18,9,119,-93,178,-113,94,-113,a
36:22.1,21,30,32,18,-5,-54,-85,-54,110,95,14,
36:22.1,-7,20,15,19,8,130,-93,178,-114,94,-114,a
36:22.1,21,33,32,19,-5,-53,-86,-53,109,95,14,
36:22.1,-7,20,15,19,8,121,-93,178,-111,94,-111,a
36:22.1,21,31,31,19,-5,-51,-85,-51,110,95,14,
36:22.1,-5,20,16,18,8,148,-93,179,-113,94,-113,a
36:22.1,20,31,32,17,-5,-49,-85,-49,108,94,14,
36:22.1,-10,20,15,20,9,141,-93,179,-112,94,-112,a
36:22.1,18,29,27,15,-4,-52,-85,-52,110,95,14,
36:22.1,-11,21,15,18,8,135,-93,178,-114,94,-114,a
36:22.1,19,31,31,19,-5,-50,-85,-50,109,95,14,
36:22.2,-8,21,15,19,9,148,-93,179,-111,94,-111,a
36:22.2,18,30,28,15,-4,-52,-86,-52,110,95,14,
36:22.2,-5,20,16,19,8,140,-93,178,-114,94,-114,a
36:22.2,19,30,30,16,-5,-50,-85,-50,106,94,14,
36:22.2,-10,20,15,18,8,134,-93,178,-111,94,-111,a
36:22.2,20,30,31,16,-5,-50,-85,-50,108,94,14,
36:22.2,20,31,31,18,-5,-52,-86,-52,107,94,14,
36:22.2,-9,20,15,19,9,111,-92,178,-111,94,-111,a
36:22.2,-10,20,15,19,8,133,-93,178,-111,93,-111,a
36:22.2,21,31,33,16,-5,-51,-86,-51,108,94,14,
36:22.2,-9,20,15,19,8,128,-93,178,-110,93,-110,a
36:22.2,20,30,30,16,-5,-50,-85,-50,108,95,14,
36:22.2,21,32,32,18,-5,-51,-86,-51,108,95,14,
36:22.2,-9,20,15,19,8,138,-93,178,-112,94,-112,a
36:22.2,20,31,32,18,-5,-51,-85,-51,108,94,14,
36:22.2,-9,20,15,19,8,151,-93,179,-112,94,-112,a
36:22.2,-8,20,15,19,8,148,-93,178,-113,94,-113,a
36:22.3,20,31,30,16,-5,-49,-85,-49,108,95,14,
36:22.3,20,30,31,19,-5,-52,-86,-52,107,94,14,
36:22.3,-9,20,15,19,9,149,-93,179,-117,95,-117,a
36:22.3,21,31,32,18,-5,-51,-86,-51,108,94,14,
36:22.3,21,32,31,19,-5,-51,-86,-51,108,94,14,
36:22.3,-6,20,15,19,8,128,-93,178,-112,94,-112,a
36:22.3,-9,21,15,19,8,127,-93,178,-113,94,-113,a
36:22.3,19,31,32,19,-5,-53,-86,-53,108,95,15,
36:22.3,-5,20,15,19,9,136,-93,178,-114,94,-114,a
36:22.3,20,31,32,18,-5,-52,-86,-52,110,95,14,
36:22.3,-9,20,15,19,8,141,-93,179,-110,93,-110,a
36:22.3,21,32,31,18,-5,-53,-86,-53,109,95,14,
36:22.3,-10,20,16,19,8,150,-93,179,-111,94,-111,a
36:22.3,21,31,32,18,-5,-51,-85,-51,111,95,14,
36:22.3,-11,20,16,19,8,120,-93,177,-112,94,-112,a
36:22.3,21,33,32,18,-5,-51,-85,-51,107,94,14,
36:22.3,-9,20,15,19,8,139,-93,178,-112,94,-112,a
36:22.3,21,31,32,18,-5,-52,-86,-52,109,95,14,
36:22.3,-13,20,16,19,9,147,-94,178,-112,94,-112,a
36:22.4,21,32,32,18,-5,-50,-85,-50,106,94,14,
36:22.4,-5,19,14,18,9,142,-93,178,-112,94,-112,a
36:22.4,20,30,31,18,-5,-51,-85,-51,108,94,14,
36:22.4,21,32,31,18,-5,-54,-86,-54,107,94,14,
36:22.4,-10,20,15,19,8,155,-94,178,-115,94,-115,a
36:22.4,21,31,32,18,-5,-51,-85,-51,109,95,14,
36:22.4,-9,20,15,19,9,147,-93,178,-117,94,-117,a
36:22.4,20,31,31,18,-5,-51,-85,-51,109,95,14,
36:22.4,-10,20,15,19,8,156,-94,178,-116,94,-116,a
36:22.4,21,31,32,19,-5,-50,-85,-50,108,94,14,
36:22.4,-9,20,15,19,9,140,-94,178,-115,94,-115,a
36:22.4,21,31,32,18,-5,-49,-85,-49,109,94,14,
36:22.4,-8,20,16,19,8,139,-93,179,-113,94,-113,a
36:22.4,22,31,32,18,-5,-49,-85,-49,108,94,14,
36:22.4,-9,20,15,19,9,134,-93,178,-112,94,-112,a
36:22.4,20,31,32,19,-5,-50,-85,-50,110,95,14,
36:22.5,-11,20,15,19,8,135,-92,179,-114,94,-114,a
36:22.5,21,31,32,19,-5,-50,-85,-50,107,94,14,
36:22.5,-7,20,15,19,9,122,-93,178,-113,94,-113,a
36:22.5,21,31,30,18,-5,-54,-86,-54,104,94,15,
36:22.5,-9,20,15,19,8,128,-93,178,-114,94,-114,a
36:22.5,21,32,34,19,-5,-53,-85,-53,109,95,14,
36:22.5,-9,20,15,18,9,137,-93,179,-114,94,-114,a
36:22.5,21,34,32,18,-5,-52,-85,-52,104,94,15,
36:22.5,21,32,32,18,-5,-52,-85,-52,105,94,15,
36:22.5,-7,20,15,19,8,148,-94,178,-113,94,-113,a
36:22.5,-11,19,15,19,8,143,-94,178,-110,93,-110,a
36:22.5,21,31,31,18,-5,-50,-85,-50,107,94,15,
36:22.5,-10,19,15,19,9,138,-94,177,-113,94,-113,a
36:22.5,20,31,32,18,-5,-51,-85,-51,107,95,16,
36:22.5,21,31,31,18,-5,-53,-85,-53,103,93,15,
36:22.5,-11,20,15,19,8,116,-93,177,-108,93,-108,a
36:22.5,22,32,32,19,-5,-52,-85,-52,106,94,15,
36:22.5,-9,20,16,19,8,116,-93,176,-108,93,-108,a
36:22.6,-9,20,15,19,9,101,-92,176,-108,93,-108,a
36:22.6,21,31,31,18,-5,-53,-85,-53,108,95,15,
36:22.6,21,31,32,18,-5,-50,-84,-50,111,96,16,
36:22.6,-8,20,16,19,8,82,-91,175,-104,92,-104,a
36:22.6,21,31,32,19,-5,-55,-85,-55,111,96,16,
36:22.6,-11,20,15,19,8,86,-91,175,-103,92,-103,a
36:22.6,21,32,31,18,-5,-57,-85,-57,110,95,15,
36:22.6,-10,19,15,17,8,88,-91,176,-105,92,-105,a
36:22.6,21,32,32,18,-5,-63,-86,-63,113,97,16,
36:22.6,-6,20,15,19,9,85,-91,177,-100,91,-100,a
36:22.6,21,32,32,16,-5,-63,-86,-63,114,97,16,
36:22.6,-11,20,15,19,8,53,-91,178,-98,91,-98,a
36:22.6,21,32,32,18,-5,-66,-87,-66,108,95,17,
36:22.6,-7,20,15,19,8,99,-92,178,-99,91,-99,a
36:22.6,21,32,32,18,-5,-67,-87,-67,113,97,17,
36:22.6,-10,20,15,19,8,58,-90,177,-99,91,-99,a
36:22.6,21,32,32,18,-5,-68,-87,-68,107,95,17,
36:22.6,-10,21,15,19,8,52,-89,176,-98,91,-98,a
36:22.7,20,32,32,18,-5,-67,-87,-67,111,97,17,
36:22.7,-13,20,15,19,8,56,-88,175,-96,90,-96,a
36:22.7,21,32,32,18,-5,-69,-88,-69,114,97,16,
36:22.7,-9,20,15,19,8,58,-89,175,-94,90,-94,a
36:22.7,20,31,32,18,-5,-66,-87,-66,111,96,16,
36:22.7,-9,20,15,19,9,67,-89,174,-96,90,-96,a
36:22.7,20,31,31,18,-5,-62,-87,-62,111,96,16,
36:22.7,-10,20,15,19,8,65,-89,175,-94,90,-94,a
36:22.7,21,32,32,19,-5,-65,-87,-65,113,97,15,
36:22.7,-11,20,15,19,8,71,-90,174,-98,91,-98,a
36:22.7,21,32,31,19,-5,-59,-86,-59,114,97,16,
36:22.7,21,32,32,18,-5,-59,-86,-59,114,97,16,
36:22.7,-11,20,16,19,8,61,-89,176,-97,91,-97,a
36:22.7,-11,21,16,19,8,72,-90,176,-94,90,-94,a
36:22.7,20,31,31,18,-5,-55,-86,-55,110,96,15,
36:22.7,-8,21,15,19,8,88,-91,176,-97,91,-97,a
36:22.7,20,31,31,18,-5,-57,-86,-57,111,96,16,
36:22.8,21,32,32,18,-5,-58,-86,-58,111,96,16,
36:22.8,-10,22,16,19,9,102,-92,176,-100,91,-100,a
36:22.8,20,31,32,18,-5,-60,-87,-60,108,95,16,
36:22.8,-9,22,16,19,8,77,-91,176,-99,91,-99,a
36:22.8,-6,23,17,20,8,89,-91,175,-94,90,-94,a
36:22.8,20,30,31,18,-5,-59,-86,-59,113,97,16,
36:22.8,20,31,31,19,-5,-54,-86,-54,110,96,15,
36:22.8,-9,23,18,20,8,108,-93,175,-100,91,-100,a
36:22.8,20,31,31,19,-5,-54,-86,-54,107,95,16,
36:22.8,-10,24,19,20,8,124,-95,175,-104,92,-104,a
36:22.8,22,30,32,18,-5,-57,-87,-57,107,95,16,
36:22.8,-10,24,19,21,9,81,-91,176,-108,93,-108,a
36:22.8,21,31,31,18,-5,-56,-86,-56,106,95,17,
36:22.8,-7,26,22,22,8,102,-93,175,-102,92,-102,a
36:22.8,21,33,32,19,-5,-57,-86,-57,104,94,16,
36:22.8,-9,26,22,21,8,78,-90,175,-98,91,-98,a
36:22.9,21,31,32,18,-5,-54,-85,-54,107,95,16,
36:22.9,-9,27,23,23,8,72,-89,173,-93,90,-93,a
36:22.9,26,36,39,20,-6,-53,-85,-53,105,94,16,
36:22.9,-10,28,24,23,8,79,-90,170,-88,89,-88,a
36:22.9,26,36,39,20,-6,-53,-85,-53,105,94,16,
36:22.9,51,61,70,47,-15,-51,-85,-51,108,95,16,
36:22.9,39,56,64,44,-14,-48,-85,-48,106,94,15,
36:22.9,-10,29,24,23,8,93,-92,167,-81,87,-81,a
36:22.9,-9,30,26,24,8,101,-94,166,-71,83,-71,a
36:22.9,21,31,32,18,-5,-48,-85,-48,103,94,16,
36:22.9,-9,30,26,24,8,93,-93,160,-70,82,-70,a
36:22.9,20,31,31,19,-5,-50,-85,-50,101,93,17,
36:22.9,-11,31,25,23,8,84,-89,157,-68,80,-68,a
36:22.9,20,31,31,19,-5,-50,-85,-50,101,93,17,
36:22.9,36,41,39,26,-8,-52,-85,-52,101,93,17,
36:22.9,20,31,33,19,-5,-53,-85,-53,96,92,18,
36:22.9,-10,31,26,24,8,76,-83,149,-64,75,-64,a
36:22.9,-9,30,26,24,8,76,-82,145,-62,73,-62,a
36:22.9,20,31,30,18,-5,-52,-85,-52,98,92,17,
36:22.9,-12,31,26,24,8,76,-81,142,-64,73,-64,a
36:22.9,20,31,32,19,-5,-51,-85,-51,100,93,17,
36:22.9,-6,30,26,24,8,75,-80,141,-66,73,-66,a
36:22.9,20,31,32,19,-5,-51,-85,-51,100,93,17,
36:23.0,21,32,32,18,-5,-51,-84,-51,101,93,17,
36:23.0,21,32,32,18,-5,-51,-84,-51,99,93,18,
36:23.0,-10,30,26,24,8,78,-81,135,-66,73,-66,a
36:23.0,21,32,32,18,-5,-51,-84,-51,99,93,18,
36:23.0,-11,29,25,24,8,82,-84,135,-63,71,-63,a
36:23.0,-11,30,26,24,8,83,-86,137,-63,70,-63,a
36:23.0,21,31,31,18,-5,-53,-84,-53,94,91,19,
36:23.0,21,31,32,18,-5,-59,-85,-59,93,91,20,
36:23.0,-13,30,26,24,8,84,-86,139,-64,69,-64,a
36:23.0,20,30,30,17,-5,-65,-86,-65,92,91,21,
36:23.0,-13,29,26,24,8,82,-85,140,-66,69,-66,a
36:23.0,20,30,30,16,-5,-64,-85,-64,95,92,20,
36:23.0,-11,29,26,25,8,81,-84,140,-69,72,-69,a
36:23.0,21,32,31,18,-5,-62,-85,-62,95,91,21,
36:23.0,-11,29,26,25,8,85,-88,139,-73,74,-73,a
36:23.0,21,32,31,18,-5,-62,-85,-62,95,91,21,
36:23.0,-11,29,26,25,8,90,-92,139,-75,76,-75,a
36:23.1,21,32,31,18,-5,-62,-85,-62,95,91,21,
36:23.1,-13,29,26,26,7,94,-95,141,-76,77,-76,a
36:23.1,49,60,68,46,-15,-60,-85,-60,93,91,20,
36:23.1,-9,29,26,25,7,96,-97,141,-78,77,-78,a
36:23.1,24,52,63,43,-13,-56,-84,-56,96,92,19,
36:23.1,-12,29,26,25,8,100,-100,140,-79,79,-79,a
36:23.1,38,56,66,44,-9,-56,-84,-56,95,91,18,
36:23.1,-1,46,42,36,17,100,-100,140,-81,80,-81,a
36:23.1,26,47,60,42,-14,-52,-84,-52,95,92,18,
36:23.1,26,50,62,43,-14,-50,-83,-50,97,92,17,
36:23.1,-14,31,27,27,6,105,-104,142,-83,82,-83,a
36:23.1,46,60,68,44,-14,-50,-84,-50,100,93,17,
36:23.1,21,31,31,18,-5,-47,-83,-47,101,93,17,
36:23.1,-13,36,33,31,7,117,-110,147,-86,84,-86,a
36:23.1,21,32,32,18,-5,-49,-83,-49,100,93,16,
36:23.1,-11,37,36,33,7,120,-111,149,-89,87,-89,a
36:23.1,-12,40,38,36,7,123,-111,152,-92,90,-92,a
36:23.1,21,31,31,18,-5,-54,-84,-54,103,94,18,
36:23.2,21,32,32,18,-5,-58,-85,-58,102,94,18,
36:23.2,-11,46,47,41,6,121,-109,152,-91,89,-91,a
36:23.2,21,31,32,18,-5,-61,-85,-61,103,94,18,
36:23.2,-13,51,53,43,7,116,-107,151,-91,89,-91,a
36:23.2,21,32,32,18,-5,-60,-85,-60,105,95,18,
36:23.2,-13,56,58,47,7,121,-111,149,-89,86,-89,a
36:23.2,-11,60,63,49,7,128,-111,155,-93,91,-93,a
36:23.2,20,30,31,18,-5,-64,-86,-64,108,95,17,
36:23.2,21,32,32,18,-5,-60,-85,-60,110,96,17,
36:23.2,-12,69,72,55,6,144,-115,163,-99,101,-99,a
36:23.2,21,32,32,19,-5,-62,-86,-62,112,96,16,
36:23.2,-16,75,76,57,6,147,-117,163,-105,108,-105,a
36:23.2,21,31,32,18,-5,-62,-86,-62,112,97,17,
36:23.2,-8,81,83,60,6,127,-108,158,-107,113,-107,a
36:23.2,-11,88,90,64,5,133,-107,163,-112,122,-112,a
36:23.2,20,31,30,18,-5,-61,-86,-61,113,97,16,
36:23.2,20,32,32,18,-5,-62,-86,-62,117,98,15,
36:23.2,21,31,31,18,-5,-62,-86,-62,119,98,15,
36:23.2,-14,111,107,74,3,165,-121,171,-106,110,-106,a
36:23.2,21,31,31,18,-5,-62,-87,-62,116,97,15,
36:23.3,-15,120,117,77,3,176,-133,176,-104,108,-104,a
36:23.3,-10,130,122,82,3,-174,-126,-174,-102,106,-102,a
36:23.3,21,32,31,18,-5,-65,-87,-65,119,98,14,
36:23.3,20,30,31,19,-5,-65,-87,-65,119,98,14,
36:23.3,-14,145,132,89,3,-174,-134,-174,-102,112,-102,a
36:23.3,21,32,31,18,-5,-70,-88,-70,120,98,14,
36:23.3,-10,152,133,91,3,-173,-128,-173,-119,134,-119,a
36:23.3,20,31,32,18,-5,-68,-88,-68,124,99,13,
36:23.3,-14,160,136,96,3,-174,-129,-174,-129,153,-129,a
36:23.3,20,31,31,18,-5,-69,-88,-69,124,99,13,
36:23.3,-14,163,143,98,2,-157,-126,-157,-130,155,-130,a
36:23.3,20,31,31,18,-5,-67,-88,-67,123,99,14,
36:23.3,20,31,32,18,-5,-67,-88,-67,126,99,13,
36:23.3,-15,168,140,100,4,-176,-136,-176,-132,163,-132,a
36:23.3,21,32,30,18,-5,-65,-88,-65,128,100,12,
36:23.3,-11,171,140,102,5,-174,-135,-174,-123,160,-123,a
36:23.3,20,31,32,18,-5,-67,-88,-67,126,100,13,
36:23.4,-14,173,143,102,8,-122,-123,-122,-47,6,-47,a
36:23.4,21,32,32,18,-5,-67,-88,-67,130,101,13,
36:23.4,-13,174,143,103,10,-112,-118,-112,-33,-13,-33,a
36:23.4,21,31,32,18,-5,-70,-89,-70,129,100,13,
