2023-05-19 15:40:45.412,7.00,24.00,34.00,18.00,"50.00ô•ºÉR”>P¹£JJÿÐ1ë)´?ƒo—&J¶åBJšö)u+D=ý¢pû$Z¹Ñh“E$™ü(}û z]2´9ZvV5‹%¦þP¹WBæI¢ëZåLª…«½åJšDî—B»•!ë¤¢òj”UIQ?V¹å‰²	CmJöAjk?UÕ!«$Ä%*î—EÖ‘Òïˆ""µµ*kT©‰""«ƒj»j*«¤¢Ë'¤«ýDT¤ú;¢æõ&Te’k)¤j)š5R£«(J{Êè× jSþPÕ#jk~“í¡¦mEE¢êÿ2dýºiþÚÕµ—""©S1õŠr‚‚bššr‚‚bŠÂr‚‚bª‚r‚‚bjŠ²bjÂ‚bjŠ²bŠššbÊªb²j",,,,,,,
2023-05-19 15:40:45.414,28.00,26.00,34.00,19.00,50.00,-17,-81,-17,136,95,5,
2023-05-19 15:40:45.420,-10.00,2.00,-1.00,7.00,1.00,-37,-87,-37,-113,93,-113,a
2023-05-19 15:40:45.427,28.00,24.00,33.00,18.00,50.00,-18,-80,-18,132,95,5,
2023-05-19 15:40:45.432,-10.00,1.00,-1.00,8.00,1.00,-36,-87,-36,-115,93,-115,a
2023-05-19 15:40:45.437,-12.00,2.00,-2.00,8.00,1.00,-35,-87,-35,-113,93,-113,a
2023-05-19 15:40:45.442,28.00,24.00,33.00,18.00,50.00,-16,-81,-16,134,95,5,
2023-05-19 15:40:45.446,28.00,24.00,34.00,16.00,50.00,-15,-81,-15,131,94,5,
2023-05-19 15:40:45.448,-9.00,2.00,-1.00,8.00,1.00,-36,-87,-36,-110,92,-110,a
2023-05-19 15:40:45.451,28.00,25.00,34.00,18.00,50.00,-16,-81,-16,133,95,5,
2023-05-19 15:40:45.458,-6.00,2.00,-1.00,8.00,1.00,-33,-87,-33,-116,93,-116,a
2023-05-19 15:40:45.463,27.00,24.00,34.00,18.00,50.00,-17,-81,-17,130,95,6,
2023-05-19 15:40:45.467,-12.00,1.00,-1.00,8.00,1.00,-35,-87,-35,-114,93,-114,a
2023-05-19 15:40:45.475,-11.00,1.00,-1.00,8.00,1.00,-41,-88,-41,-115,93,-115,a
2023-05-19 15:40:45.482,28.00,24.00,34.00,18.00,50.00,-15,-81,-15,133,95,5,
2023-05-19 15:40:45.487,28.00,24.00,34.00,17.00,50.00,-16,-81,-16,134,95,5,
2023-05-19 15:40:45.493,-11.00,2.00,-1.00,7.00,1.00,-43,-88,-43,-113,92,-113,a
2023-05-19 15:40:45.497,28.00,24.00,33.00,18.00,50.00,-17,-81,-17,131,95,5,
2023-05-19 15:40:45.502,-10.00,1.00,-1.00,7.00,1.00,-37,-87,-37,-117,93,-117,a
2023-05-19 15:40:45.508,28.00,24.00,33.00,19.00,50.00,-16,-81,-16,137,95,5,
2023-05-19 15:40:45.514,-6.00,0.00,-2.00,8.00,1.00,-36,-87,-36,-115,93,-115,a
2023-05-19 15:40:45.524,27.00,24.00,33.00,18.00,50.00,-16,-81,-16,136,95,4,
2023-05-19 15:40:45.528,-9.00,2.00,-1.00,8.00,1.00,-31,-87,-31,-115,93,-115,a
2023-05-19 15:40:45.533,28.00,24.00,34.00,20.00,50.00,-15,-81,-15,138,95,5,
2023-05-19 15:40:45.540,-10.00,2.00,-1.00,8.00,1.00,-29,-87,-29,-115,93,-115,a
2023-05-19 15:40:45.545,25.00,24.00,34.00,18.00,50.00,-13,-81,-13,139,95,4,
2023-05-19 15:40:45.551,-7.00,1.00,-1.00,8.00,1.00,-33,-87,-33,-115,93,-115,a
2023-05-19 15:40:45.561,28.00,25.00,34.00,18.00,50.00,-14,-81,-14,140,95,4,
2023-05-19 15:40:45.567,-11.00,1.00,-2.00,8.00,1.00,-38,-88,-38,-113,93,-113,a
2023-05-19 15:40:45.576,28.00,24.00,32.00,18.00,50.00,-14,-81,-14,134,95,5,
2023-05-19 15:40:45.582,-9.00,2.00,0.00,8.00,1.00,-38,-88,-38,-112,92,-112,a
2023-05-19 15:40:45.584,28.00,24.00,34.00,18.00,50.00,-16,-81,-16,140,96,5,
2023-05-19 15:40:45.592,-14.00,2.00,0.00,8.00,1.00,-31,-87,-31,-113,93,-113,a
2023-05-19 15:40:45.599,27.00,24.00,33.00,18.00,50.00,-16,-82,-16,136,95,5,
2023-05-19 15:40:45.608,29.00,24.00,33.00,18.00,50.00,-16,-82,-16,138,96,5,
