2023-05-19 15:42:02.897,,-80,-25,95,91,"1þ)UåÈºŠRªI?ñE©U©ý²2}""¬=)Lù)Ò…Š¥¥ªm*ê™""¨Õ¤¢«(Â•/Òë)RJÝ""Ò’xMTÚ)Ò¢J½EJQ+âåu¡¨”\",,,,,,
2023-05-19 15:42:02.898,"R*š¯""êš""®˜T%Ö",,,,,,,,,,,
2023-05-19 15:42:02.898,"©ÿ’j'•x?Ö”¦’ª""@W Ò’ u@¢K¨ª/ª]•R›)R« )WH®Á‰ªH´Uš)RUJÝÿ)ZJZò´š))ê¦©ò’ºUJE«'RÕQªêHT‡ªÕdÖHDTþPÒ)ªíERk27""T˜2·""îŠbÂÊbjÊŠb",,,,,,,,,,,
2023-05-19 15:42:02.899,5,,,,,,,,,,,
2023-05-19 15:42:02.899,27.00,24.00,36.00,22.00,10.00,-26,-81,-26,98,91,10,
2023-05-19 15:42:02.900,-7.00,-2.00,2.00,12.00,5.00,92,-92,175,-87,89,-87,a
2023-05-19 15:42:02.912,26.00,24.00,36.00,22.00,9.00,-24,-81,-24,97,91,10,
2023-05-19 15:42:02.917,-6.00,-2.00,2.00,12.00,6.00,102,-93,175,-89,89,-89,a
2023-05-19 15:42:02.918,26.00,23.00,36.00,22.00,9.00,-24,-80,-24,97,91,9,
2023-05-19 15:42:02.923,-10.00,-2.00,2.00,13.00,6.00,103,-93,175,-92,90,-92,a
2023-05-19 15:42:02.927,26.00,23.00,36.00,22.00,9.00,-23,-80,-23,100,92,10,
2023-05-19 15:42:02.931,26.00,24.00,36.00,22.00,9.00,-23,-80,-23,100,92,10,
2023-05-19 15:42:02.937,-8.00,-2.00,2.00,12.00,5.00,98,-92,175,-90,89,-90,a
2023-05-19 15:42:02.942,-4.00,-2.00,2.00,12.00,5.00,107,-93,175,-90,89,-90,a
2023-05-19 15:42:02.944,26.00,24.00,36.00,22.00,8.00,-25,-80,-25,102,92,10,
2023-05-19 15:42:02.951,-2.00,-2.00,2.00,12.00,5.00,99,-92,175,-92,90,-92,a
2023-05-19 15:42:02.954,26.00,24.00,36.00,22.00,8.00,-26,-80,-26,97,91,11,
2023-05-19 15:42:02.959,-6.00,-2.00,3.00,12.00,5.00,102,-92,175,-91,89,-91,a
2023-05-19 15:42:02.962,27.00,23.00,36.00,23.00,8.00,-26,-80,-26,97,91,10,
2023-05-19 15:42:02.968,27.00,23.00,37.00,22.00,8.00,-26,-80,-26,96,91,11,
2023-05-19 15:42:02.973,-7.00,-2.00,3.00,13.00,6.00,100,-92,175,-90,89,-90,a
2023-05-19 15:42:02.983,-6.00,-2.00,2.00,12.00,5.00,92,-92,175,-94,90,-94,a
2023-05-19 15:42:02.988,27.00,23.00,37.00,23.00,8.00,-25,-81,-25,97,91,10,
2023-05-19 15:42:02.991,-1.00,-2.00,2.00,12.00,6.00,102,-93,174,-90,89,-90,a
2023-05-19 15:42:02.996,26.00,23.00,36.00,22.00,8.00,-25,-80,-25,100,92,11,
2023-05-19 15:42:03.002,-7.00,-2.00,2.00,13.00,5.00,105,-93,175,-91,89,-91,a
2023-05-19 15:42:03.006,25.00,22.00,35.00,22.00,7.00,-25,-80,-25,102,92,10,
2023-05-19 15:42:03.011,27.00,24.00,37.00,23.00,6.00,-26,-81,-26,98,91,10,
2023-05-19 15:42:03.018,-6.00,-2.00,2.00,12.00,5.00,99,-92,175,-90,89,-90,a
2023-05-19 15:42:03.027,-6.00,-2.00,2.00,12.00,6.00,103,-93,175,-90,89,-90,a
2023-05-19 15:42:03.031,26.00,23.00,36.00,22.00,4.00,-24,-80,-24,98,91,10,
2023-05-19 15:42:03.036,-8.00,-2.00,2.00,12.00,6.00,102,-93,174,-92,90,-92,a
2023-05-19 15:42:03.041,26.00,23.00,36.00,22.00,3.00,-24,-80,-24,95,91,10,
2023-05-19 15:42:03.046,-5.00,-2.00,2.00,12.00,5.00,95,-92,175,-93,90,-93,a
2023-05-19 15:42:03.051,26.00,23.00,37.00,22.00,1.00,-25,-80,-25,101,92,10,
2023-05-19 15:42:03.056,27.00,24.00,38.00,23.00,-2.00,-26,-80,-26,96,91,9,
2023-05-19 15:42:03.064,-3.00,-2.00,2.00,12.00,5.00,99,-92,175,-92,90,-92,a
2023-05-19 15:42:03.073,-6.00,-2.00,4.00,13.00,5.00,96,-92,174,-93,90,-93,a
2023-05-19 15:42:03.078,27.00,23.00,36.00,22.00,-2.00,-25,-81,-25,95,90,10,
2023-05-19 15:42:03.082,-3.00,-2.00,2.00,13.00,5.00,97,-92,175,-94,90,-94,a
2023-05-19 15:42:03.088,25.00,24.00,35.00,22.00,-2.00,-24,-80,-24,95,91,10,
2023-05-19 15:42:03.092,-6.00,-2.00,1.00,12.00,5.00,100,-92,175,-90,89,-90,a
2023-05-19 15:42:03.093,26.00,23.00,37.00,23.00,-2.00,-24,-80,-24,99,91,10,
2023-05-19 15:42:03.099,27.00,23.00,37.00,22.00,-2.00,-24,-80,-24,103,92,10,
2023-05-19 15:42:03.112,-8.00,-2.00,-1.00,13.00,5.00,104,-93,175,-91,89,-91,a
2023-05-19 15:42:03.118,-5.00,-2.00,2.00,12.00,6.00,103,-93,175,-93,90,-93,a
2023-05-19 15:42:03.122,28.00,23.00,37.00,22.00,-2.00,-27,-80,-27,93,90,10,
2023-05-19 15:42:03.134,-8.00,-2.00,2.00,12.00,5.00,98,-92,175,-90,89,-90,a
2023-05-19 15:42:03.138,-7.00,-2.00,0.00,12.00,5.00,101,-92,175,-92,90,-92,a
2023-05-19 15:42:03.143,27.00,24.00,37.00,22.00,-2.00,-26,-80,-26,96,91,10,
2023-05-19 15:42:03.148,26.00,23.00,37.00,22.00,-2.00,-26,-80,-26,102,92,10,
2023-05-19 15:42:03.153,28.00,24.00,37.00,23.00,-4.00,-25,-80,-25,98,91,10,
2023-05-19 15:42:03.174,-6.00,-2.00,1.00,12.00,5.00,96,-92,174,-89,89,-89,a
2023-05-19 15:42:03.179,27.00,24.00,36.00,22.00,-7.00,-25,-80,-25,99,91,11,
2023-05-19 15:42:03.183,-3.00,-2.00,2.00,12.00,5.00,97,-92,175,-91,89,-91,a
2023-05-19 15:42:03.189,27.00,25.00,37.00,23.00,-7.00,-24,-79,-24,98,91,10,
2023-05-19 15:42:03.193,-10.00,-2.00,2.00,14.00,6.00,92,-92,175,-92,90,-92,a
2023-05-19 15:42:03.198,34.00,31.00,46.00,26.00,-8.00,-24,-80,-24,102,92,10,
2023-05-19 15:42:03.204,-1.00,9.00,12.00,18.00,6.00,98,-92,175,-91,89,-91,a
2023-05-19 15:42:03.213,27.00,23.00,36.00,23.00,-7.00,-28,-80,-28,98,91,11,
2023-05-19 15:42:03.219,-5.00,-2.00,2.00,12.00,5.00,100,-92,175,-92,90,-92,a
2023-05-19 15:42:03.223,-7.00,-2.00,2.00,13.00,5.00,97,-92,174,-93,90,-93,a
2023-05-19 15:42:03.228,26.00,24.00,37.00,22.00,-7.00,-28,-80,-28,93,90,11,
2023-05-19 15:42:03.233,0.00,7.00,12.00,18.00,12.00,100,-92,174,-91,89,-91,a
2023-05-19 15:42:03.238,60.00,49.00,57.00,33.00,-9.00,-27,-80,-27,92,90,11,
2023-05-19 15:42:03.243,-6.00,-2.00,2.00,11.00,5.00,97,-92,174,-91,89,-91,a
2023-05-19 15:42:03.255,-6.00,-4.00,2.00,12.00,6.00,95,-92,174,-92,90,-92,a
2023-05-19 15:42:03.260,-5.00,-2.00,2.00,12.00,5.00,96,-92,174,-88,89,-88,a
2023-05-19 15:42:03.265,26.00,24.00,37.00,23.00,-7.00,-24,-79,-24,96,91,10,
2023-05-19 15:42:03.272,26.00,23.00,36.00,22.00,-7.00,-26,-81,-26,96,91,10,
2023-05-19 15:42:03.276,-5.00,-2.00,1.00,12.00,5.00,94,-92,174,-91,89,-91,a
2023-05-19 15:42:03.280,26.00,23.00,35.00,22.00,-6.00,-22,-80,-22,98,91,10,
